Date,Description,Amount,Transaction Type,Category,Account Name
2021-08-17,Grocery Store,32.400640072798744,debit,Groceries,Platinum Card
2021-08-17,American Tavern,3.4924663804149927,debit,Restaurants,Platinum Card
2021-08-17,Biweekly Paycheck,2015.8489747579313,credit,Paycheck,Checking
2021-08-17,Amazon,14.940774062769611,debit,Shopping,Platinum Card
2021-08-18,Amazon,22.576711942818747,debit,Shopping,Platinum Card
2021-08-19,Credit Card Payment,1280.8812268471008,debit,Credit Card Payment,Checking
2021-08-20,Starbucks,2.760074054912727,debit,Coffee Shops,Platinum Card
2021-08-20,State Farm,74.12287663835293,debit,Auto Insurance,Checking
2021-08-20,State Farm,74.11682424849596,debit,Auto Insurance,Checking
2021-08-21,Credit Card Payment,98.92141330716079,debit,Credit Card Payment,Checking
2021-08-21,Shell,34.206157539496225,debit,Gas & Fuel,Platinum Card
2021-08-21,Credit Card Payment,99.52134111525744,credit,Credit Card Payment,Platinum Card
2021-08-21,Credit Card Payment,34.71486374732662,credit,Credit Card Payment,Silver Card
2021-08-22,Credit Card Payment,34.10879018372362,debit,Credit Card Payment,Checking
2021-08-23,Starbucks,2.758935833720703,debit,Coffee Shops,Platinum Card
2021-08-24,American Tavern,42.069768529659676,debit,Restaurants,Platinum Card
2021-08-25,Brunch Restaurant,39.28880983153549,debit,Restaurants,Platinum Card
2021-08-26,Hardware Store,66.27704352919814,debit,Home Improvement,Silver Card
2021-08-27,Internet Service Provider,73.29423655408013,debit,Internet,Checking
2021-08-29,Starbucks,2.9347894798185927,debit,Coffee Shops,Platinum Card
2021-08-30,Starbucks,2.75729922274093,debit,Coffee Shops,Platinum Card
2021-08-30,Biweekly Paycheck,2262.181403195624,credit,Paycheck,Checking
2021-08-30,Internet Service Provider,74.7814449753947,debit,Internet,Checking
2021-08-30,Shell,36.987417965514965,debit,Gas & Fuel,Platinum Card
2021-08-31,BBQ Restaurant,41.090986423482825,debit,Restaurants,Silver Card
2021-08-31,Hardware Store,68.18585098852803,debit,Home Improvement,Platinum Card
2021-08-31,Grocery Store,11.088653453612476,debit,Groceries,Platinum Card
2021-08-31,Biweekly Paycheck,1934.848526379811,credit,Paycheck,Checking
2021-09-01,Amazon,12.452354883456566,debit,Shopping,Platinum Card
2021-09-01,Amazon,13.065235155598108,debit,Shopping,Platinum Card
2021-09-01,Brewing Company,48.622690933063105,debit,Alcohol & Bars,Platinum Card
2021-09-02,Amazon,114.04472313283442,debit,Shopping,Platinum Card
2021-09-03,Fancy Restaurant,40.84720265169237,debit,Restaurants,Silver Card
2021-09-03,Mortgage Payment,1144.7750688522037,debit,Mortgage & Rent,Checking
2021-09-04,Mortgage Payment,1244.8403870556797,debit,Mortgage & Rent,Checking
2021-09-04,Credit Card Payment,680.0421878023761,debit,Credit Card Payment,Checking
2021-09-04,Credit Card Payment,672.2401432880088,credit,Credit Card Payment,Platinum Card
2021-09-04,Netflix,13.365432035611871,debit,Television,Platinum Card
2021-09-04,Netflix,11.579741097556328,debit,Movies & DVDs,Platinum Card
2021-09-05,Starbucks,3.7878192053884026,debit,Coffee Shops,Platinum Card
2021-09-06,Credit Card Payment,1430.3171998633861,credit,Credit Card Payment,Platinum Card
2021-09-06,Credit Card Payment,1383.238376106463,debit,Credit Card Payment,Checking
2021-09-06,Credit Card Payment,499.15505717665303,debit,Credit Card Payment,Checking
2021-09-07,Gas Company,29.6716635589899,debit,Utilities,Checking
2021-09-07,Brewing Company,12.701391112201838,debit,Alcohol & Bars,Platinum Card
2021-09-08,Brewing Company,19.550475061444956,debit,Alcohol & Bars,Platinum Card
2021-09-09,Brewing Company,17.828069080953068,debit,Alcohol & Bars,Platinum Card
2021-09-09,Spotify,11.002101644759753,debit,Music,Platinum Card
2021-09-09,Grocery Store,66.1543977326585,debit,Groceries,Silver Card
2021-09-09,Shell,28.91625204186683,debit,Gas & Fuel,Platinum Card
2021-09-09,Gas Company,30.052379903848035,debit,Utilities,Checking
2021-09-09,Hardware Store,26.50122443033049,debit,Home Improvement,Silver Card
2021-09-09,Spotify,10.957127976196196,debit,Music,Platinum Card
2021-09-11,BP,38.28252378947465,debit,Gas & Fuel,Platinum Card
2021-09-11,Phone Company,63.92950917863791,debit,Mobile Phone,Checking
2021-09-11,Credit Card Payment,366.7673779713428,credit,Credit Card Payment,Silver Card
2021-09-11,Grocery Store,7.953768532463202,debit,Groceries,Platinum Card
2021-09-12,Phone Company,89.81057061685266,debit,Mobile Phone,Checking
2021-09-12,Grocery Store,46.57392732948531,debit,Groceries,Platinum Card
2021-09-12,Credit Card Payment,376.09723049223953,debit,Credit Card Payment,Checking
2021-09-13,Grocery Store,5.72971597691306,debit,Groceries,Platinum Card
2021-09-13,Starbucks,2.806062022074512,debit,Coffee Shops,Platinum Card
2021-09-13,Biweekly Paycheck,2195.914698192867,credit,Paycheck,Checking
2021-09-14,Credit Card Payment,132.07739163660008,credit,Credit Card Payment,Platinum Card
2021-09-14,Biweekly Paycheck,2034.9234543748871,credit,Paycheck,Checking
2021-09-14,Grocery Store,47.35661482599147,debit,Groceries,Platinum Card
2021-09-15,Amazon,47.471125683776556,debit,Shopping,Platinum Card
2021-09-16,Credit Card Payment,90.91058575361195,debit,Credit Card Payment,Checking
2021-09-16,Credit Card Payment,89.96416914478256,credit,Credit Card Payment,Silver Card
2021-09-16,City Water Charges,35.79731721900623,debit,Utilities,Checking
2021-09-17,Power Company,59.840558833361996,debit,Utilities,Checking
2021-09-17,Grocery Store,9.832996820113632,debit,Groceries,Platinum Card
2021-09-17,Grocery Store,8.856887962397417,debit,Groceries,Platinum Card
2021-09-17,City Water Charges,34.48166256441837,debit,Utilities,Checking
2021-09-17,Credit Card Payment,192.53353083839022,credit,Credit Card Payment,Platinum Card
2021-09-18,Grocery Store,4.282315355873683,debit,Groceries,Platinum Card
2021-09-18,Power Company,59.99160117848011,debit,Utilities,Checking
2021-09-18,State Farm,74.5882159022225,debit,Auto Insurance,Checking
2021-09-18,Credit Card Payment,1623.229560172572,debit,Credit Card Payment,Checking
2021-09-19,State Farm,73.14663787244902,debit,Auto Insurance,Checking
2021-09-19,Starbucks,2.7931764401345616,debit,Coffee Shops,Platinum Card
2021-09-19,Brewing Company,41.647495621907545,debit,Alcohol & Bars,Platinum Card
2021-09-19,Barbershop,29.993671272267964,debit,Haircut,Platinum Card
2021-09-20,Amazon,46.98204483648065,debit,Shopping,Platinum Card
2021-09-20,Credit Card Payment,9.43345989557233,credit,Credit Card Payment,Silver Card
2021-09-22,Hardware Store,6.894278289283257,debit,Home Improvement,Platinum Card
2021-09-22,Hardware Store,72.25508610242359,debit,Home Improvement,Platinum Card
2021-09-22,Seafood Restaurant,134.320876451471,debit,Restaurants,Platinum Card
2021-09-23,Amazon,24.76062512836953,debit,Shopping,Platinum Card
2021-09-23,Grocery Store,28.62262926515657,debit,Groceries,Platinum Card
2021-09-23,Credit Card Payment,9.498660117975513,debit,Credit Card Payment,Checking
2021-09-25,Internet Service Provider,74.8329453907784,debit,Internet,Checking
2021-09-25,Sushi Restaurant,49.35615935051162,debit,Restaurants,Silver Card
2021-09-26,Starbucks,5.117513468266751,debit,Coffee Shops,Platinum Card
2021-09-26,Exxon,39.17247219167815,debit,Gas & Fuel,Silver Card
2021-09-27,Biweekly Paycheck,2302.0813925952834,credit,Paycheck,Checking
2021-09-27,Valero,40.12239612445686,debit,Gas & Fuel,Platinum Card
2021-09-28,BP,33.512470742027425,debit,Gas & Fuel,Platinum Card
2021-09-28,Sheetz,4.429030376040347,debit,Gas & Fuel,Platinum Card
2021-09-28,Credit Card Payment,278.1760563988782,debit,Credit Card Payment,Checking
2021-09-28,Grocery Store,13.264902645797036,debit,Groceries,Platinum Card
2021-09-28,Credit Card Payment,128.42165867123882,credit,Credit Card Payment,Silver Card
2021-09-28,Credit Card Payment,283.0099719281407,credit,Credit Card Payment,Platinum Card
2021-09-28,Biweekly Paycheck,1977.2971166109617,credit,Paycheck,Checking
2021-09-29,Greek Restaurant,22.78891883729844,debit,Restaurants,Platinum Card
2021-09-29,German Restaurant,46.50916471873991,debit,Restaurants,Platinum Card
2021-09-30,Internet Service Provider,75.51799538132597,debit,Internet,Checking
2021-09-30,Starbucks,1.7349397314910455,debit,Coffee Shops,Platinum Card
2021-10-01,Starbucks,2.9598999592169912,debit,Coffee Shops,Platinum Card
2021-10-01,Credit Card Payment,129.7118336132974,debit,Credit Card Payment,Checking
2021-10-01,Grocery Store,15.561194693609547,debit,Groceries,Platinum Card
2021-10-01,Amazon,13.105735903716003,debit,Shopping,Platinum Card
2021-10-02,Credit Card Payment,122.50779528337925,credit,Credit Card Payment,Platinum Card
2021-10-02,Credit Card Payment,125.12768799891161,debit,Credit Card Payment,Checking
2021-10-02,Mortgage Payment,1186.4308343990845,debit,Mortgage & Rent,Checking
2021-10-04,Netflix,11.920883786612164,debit,Movies & DVDs,Platinum Card
2021-10-06,American Tavern,27.15232566741537,debit,Restaurants,Silver Card
2021-10-08,Shell,37.93298239986431,debit,Gas & Fuel,Silver Card
2021-10-08,Hardware Store,30.56445146488817,debit,Home Improvement,Silver Card
2021-10-08,Hardware Store,81.36841753858101,debit,Home Improvement,Silver Card
2021-10-09,Spotify,10.495148113490052,debit,Music,Platinum Card
2021-10-09,Amazon,20.02195040527264,debit,Shopping,Platinum Card
2021-10-09,Gas Company,29.59594722209914,debit,Utilities,Checking
2021-10-10,Grocery Store,51.421194987170736,debit,Groceries,Silver Card
2021-10-11,Phone Company,92.79357889282116,debit,Mobile Phone,Checking
2021-10-12,Biweekly Paycheck,2008.3568076535578,credit,Paycheck,Checking
2021-10-16,Power Company,59.330497714504794,debit,Utilities,Checking
2021-10-17,City Water Charges,35.23081431034207,debit,Utilities,Checking
2021-10-18,Brunch Restaurant,8.23314018051128,debit,Restaurants,Platinum Card
2021-10-18,Hardware Store,45.347985655826385,debit,Home Improvement,Platinum Card
2021-10-18,Grocery Store,34.300217879368816,debit,Groceries,Platinum Card
2021-10-18,State Farm,76.99520173260083,debit,Auto Insurance,Checking
2021-10-21,Credit Card Payment,549.1660593538908,credit,Credit Card Payment,Platinum Card
2021-10-22,Credit Card Payment,341.6690325640795,credit,Credit Card Payment,Silver Card
2021-10-22,Credit Card Payment,351.5805198460725,debit,Credit Card Payment,Checking
2021-10-22,BP,35.48555391315147,debit,Gas & Fuel,Platinum Card
2021-10-23,Grocery Store,7.334331900333968,debit,Groceries,Platinum Card
2021-10-25,Amazon,30.173634728627263,debit,Shopping,Platinum Card
2021-10-25,Internet Service Provider,70.55316243320334,debit,Internet,Checking
2021-10-26,Biweekly Paycheck,1961.8492801135114,credit,Paycheck,Checking
2021-10-27,American Tavern,25.326616070515527,debit,Restaurants,Silver Card
2021-10-28,Italian Restaurant,54.07077343208304,debit,Restaurants,Platinum Card
2021-10-28,Grocery Store,89.55988605722193,debit,Groceries,Platinum Card
2021-10-28,Brewing Company,12.479145272051456,debit,Alcohol & Bars,Platinum Card
2021-10-28,Seafood Restaurant,14.915843819511348,debit,Food & Dining,Platinum Card
2021-10-31,Grocery Store,5.701508796645721,debit,Groceries,Platinum Card
2021-11-01,Amazon,13.214851973855865,debit,Shopping,Platinum Card
2021-11-02,Mortgage Payment,1219.5943921626474,debit,Mortgage & Rent,Checking
2021-11-02,Credit Card Payment,264.7914683005988,debit,Credit Card Payment,Checking
2021-11-02,Credit Card Payment,259.8757583601438,credit,Credit Card Payment,Platinum Card
2021-11-03,Pizza Place,23.6069330103488,debit,Fast Food,Platinum Card
2021-11-04,Netflix,11.730366525661077,debit,Movies & DVDs,Platinum Card
2021-11-05,Shell,36.3017129324656,debit,Gas & Fuel,Platinum Card
2021-11-06,Amazon,55.4689025592673,debit,Shopping,Platinum Card
2021-11-06,Gas Company,28.528377515414782,debit,Utilities,Checking
2021-11-08,Grocery Store,5.529314426329278,debit,Groceries,Platinum Card
2021-11-09,Spotify,10.4472796916695,debit,Music,Platinum Card
2021-11-09,Biweekly Paycheck,1947.1015135827608,credit,Paycheck,Checking
2021-11-10,Brewing Company,26.93987279116003,debit,Alcohol & Bars,Platinum Card
2021-11-10,Chick-Fil-A,13.908276649947531,debit,Fast Food,Platinum Card
2021-11-10,Food Truck,25.211032977832275,debit,Groceries,Platinum Card
2021-11-12,Grocery Store,10.091746720569262,debit,Groceries,Platinum Card
2021-11-12,American Tavern,22.88605720079711,debit,Restaurants,Silver Card
2021-11-13,Grocery Store,4.819284934164111,debit,Groceries,Platinum Card
2021-11-13,Grocery Store,38.29610110216211,debit,Groceries,Platinum Card
2021-11-13,Grocery Store,10.059836001255693,debit,Groceries,Platinum Card
2021-11-13,Phone Company,88.88515833038657,debit,Mobile Phone,Checking
2021-11-14,Power Company,60.40283089753376,debit,Utilities,Checking
2021-11-16,City Water Charges,34.492069632341774,debit,Utilities,Checking
2021-11-17,Greek Restaurant,23.721868535993135,debit,Restaurants,Platinum Card
2021-11-17,Hardware Store,6.697339622851614,debit,Home Improvement,Platinum Card
2021-11-17,Brewing Company,22.652046462644222,debit,Alcohol & Bars,Platinum Card
2021-11-17,Hardware Store,15.896016907265954,debit,Home Improvement,Platinum Card
2021-11-19,Brewing Company,20.03927999942914,debit,Alcohol & Bars,Silver Card
2021-11-19,QuikTrip,28.561290108787617,debit,Gas & Fuel,Silver Card
2021-11-19,Hardware Store,10.097767962136372,debit,Home Improvement,Silver Card
2021-11-20,State Farm,74.72767434083137,debit,Auto Insurance,Checking
2021-11-20,Credit Card Payment,418.718440500285,credit,Credit Card Payment,Platinum Card
2021-11-21,Hardware Store,37.48185561037505,debit,Home Improvement,Platinum Card
2021-11-21,Grocery Store,5.754756489329682,debit,Groceries,Silver Card
2021-11-23,Biweekly Paycheck,2003.6418707133557,credit,Paycheck,Checking
2021-11-26,American Tavern,16.394900644312287,debit,Alcohol & Bars,Silver Card
2021-11-26,Internet Service Provider,74.47309118848364,debit,Internet,Checking
2021-11-27,American Tavern,28.236572439286352,debit,Restaurants,Silver Card
2021-11-27,Movie Theater,16.868537671829127,debit,Movies & DVDs,Silver Card
2021-11-29,Credit Card Payment,581.5610888199394,credit,Credit Card Payment,Silver Card
2021-11-29,Credit Card Payment,755.4148344993076,credit,Credit Card Payment,Platinum Card
2021-11-30,Grocery Store,6.06893154946974,debit,Groceries,Silver Card
2021-11-30,Credit Card Payment,581.935772874378,debit,Credit Card Payment,Checking
2021-12-01,Amazon,13.602053291029149,debit,Shopping,Platinum Card
2021-12-01,Grocery Store,5.738504852570034,debit,Groceries,Silver Card
2021-12-01,Brunch Restaurant,7.6394988542789575,debit,Restaurants,Silver Card
2021-12-03,BP,30.20265305136411,debit,Gas & Fuel,Silver Card
2021-12-03,Grocery Store,153.09558273524493,debit,Groceries,Silver Card
2021-12-03,Mortgage Payment,1234.2542879738176,debit,Mortgage & Rent,Checking
2021-12-04,Netflix,11.65518147754964,debit,Movies & DVDs,Platinum Card
2021-12-04,Latin Restaurant,20.03837143165498,debit,Fast Food,Platinum Card
2021-12-04,Starbucks,2.939660426483411,debit,Coffee Shops,Silver Card
2021-12-06,Gas Company,40.08439582340962,debit,Utilities,Checking
2021-12-06,Grocery Store,13.74201098451988,debit,Groceries,Platinum Card
2021-12-06,Grocery Store,21.311659964045365,debit,Groceries,Platinum Card
2021-12-07,Barbershop,30.130537274274044,debit,Haircut,Platinum Card
2021-12-07,Biweekly Paycheck,1996.2396252985823,credit,Paycheck,Checking
2021-12-08,Grocery Store,12.41752706486874,debit,Groceries,Platinum Card
2021-12-09,Spotify,10.551217939560605,debit,Music,Platinum Card
2021-12-11,Brunch Restaurant,10.083537155332476,debit,Restaurants,Platinum Card
2021-12-12,Phone Company,88.52063502931804,debit,Mobile Phone,Checking
2021-12-13,Thai Restaurant,26.928287579507565,debit,Restaurants,Silver Card
2021-12-14,Power Company,60.627303050848795,debit,Utilities,Checking
2021-12-14,Grocery Store,21.390136497645774,debit,Groceries,Silver Card
2021-12-14,Hardware Store,16.940905858796256,debit,Home Improvement,Silver Card
2021-12-17,American Tavern,65.23410506638562,debit,Food & Dining,Silver Card
2021-12-17,BP,19.74131615849087,debit,Gas & Fuel,Silver Card
2021-12-17,City Water Charges,33.75979782332036,debit,Utilities,Checking
2021-12-18,Amazon,24.434230901888824,debit,Shopping,Platinum Card
2021-12-18,Amazon,41.11419801130302,debit,Shopping,Platinum Card
2021-12-18,Fancy Restaurant,58.72940862563702,debit,Restaurants,Silver Card
2021-12-18,Amazon,49.75721694138561,debit,Shopping,Platinum Card
2021-12-18,Credit Card Payment,303.946010072799,credit,Credit Card Payment,Platinum Card
2021-12-18,Starbucks,3.0144906568720167,debit,Coffee Shops,Silver Card
2021-12-18,Credit Card Payment,308.9012457272099,debit,Credit Card Payment,Checking
2021-12-19,Amazon,43.19065489147738,debit,Shopping,Platinum Card
2021-12-19,State Farm,75.49469434556929,debit,Auto Insurance,Checking
2021-12-20,Credit Card Payment,462.77081119438185,credit,Credit Card Payment,Silver Card
2021-12-20,Shell,30.00993660612466,debit,Gas & Fuel,Silver Card
2021-12-21,Credit Card Payment,449.83498251248824,debit,Credit Card Payment,Checking
2021-12-21,Biweekly Paycheck,1975.4986413902172,credit,Paycheck,Checking
2021-12-22,New York Deli,21.671496301710423,debit,Fast Food,Platinum Card
2021-12-22,Hardware Store,21.80471676913692,debit,Home Improvement,Platinum Card
2021-12-23,Hardware Store,26.76091849510845,debit,Home Improvement,Platinum Card
2021-12-24,Hardware Store,38.88320647279597,debit,Home Improvement,Platinum Card
2021-12-26,Shell,31.957371128665173,debit,Gas & Fuel,Platinum Card
2021-12-26,Shell,7.212710680497974,debit,Gas & Fuel,Platinum Card
